question_id,architecture,architecture_label,case_key,in_qualitative_sample,sample_strata,displayed_correct,claim_correct,decision,confidence,threshold,llm_faithfulness,token_overlap,context_precision,context_recall,context_recall_numeric,verification_status,verification_score,n_evidence,gold_program_answer,gold_file_name,retrieved_files,primary_category,error_layer,tags,explanation,question_excerpt,displayed_answer_excerpt,draft_excerpt
finqa_test_157,multi_agent,Multi-Agent,multi_agent:finqa_test_157,true,retrieval_miss_questions,0,0,ANSWER,0.166667,,0.0000,0.3056,0.0000,0.0000,0,WEAK_EVIDENCE,0.1667,4,349.0,pdf/BLK/2014/page_120.pdf,pdf/BLK/2017/page_121.pdf | pdf/BLK/2015/page_124.pdf | pdf/PNC/2014/page_111.pdf,retrieval_failure,retrieval,gold_file_or_context_absent_from_topk;gold_number_absent_from_evidence;low_context_precision;verification_true_negative;low_llm_judge_faithfulness,"Multi-Agent; decision=ANSWER; displayed_correct=0; claim_correct=0. Gold program_answer=349.0; gold file=pdf/BLK/2014/page_120.pdf. Retrieved files (4 chunks, scores=[0.7628732919692993, 0.7501853704452515, 0.7401494979858398, 0.7149816155433655]): pdf/BLK/2017/page_121.pdf, pdf/BLK/2015/page_124.pdf, pdf/PNC/2014/page_111.pdf. context_recall=0.00 (gold file/context_id in top-k); context_precision=0.00; gold number in evidence=False. LLM-as-judge faithfulness (Qwen3-8B, custom/RAGAS-inspired)=0.0000 (not official RAGAS). Verification status=WEAK_EVIDENCE. Confidence=0.1667; locked T=0.65. Category rule: Displayed answer is numerically incorrect and context_recall=0, so the gold file/context_id was not in the retrieved top-k. Shared retrieval is identical across architectures. Question: What percentage of BlackRock's future notes, as outlined in the company's 2014 financial report, mature by the end of 2017? Displayed answer: Evidence is insufficient. The question asks for the percentage of BlackRock's future notes that mature by the end of 2017, but the provided evidence does not include data from the 2014 financial report. The evidence ref…","What percentage of BlackRock's future notes, as outlined in the company's 2014 financial report, mature by the end of 2017?","Evidence is insufficient. The question asks for the percentage of BlackRock's future notes that mature by the end of 2017, but the provided evidence does not include data from the 2014 financial report. The evidence ref…",
finqa_test_157,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_157,true,retrieval_miss_questions,0,0,ANSWER,0.711301,0.65,0.0000,0.3333,0.0000,0.0000,0,VERIFIED,0.6806,4,349.0,pdf/BLK/2014/page_120.pdf,pdf/BLK/2017/page_121.pdf | pdf/BLK/2015/page_124.pdf | pdf/PNC/2014/page_111.pdf,retrieval_failure,retrieval,gold_file_or_context_absent_from_topk;gold_number_absent_from_evidence;low_context_precision;false_confidence;verification_false_positive;low_llm_judge_faithfulness,"Multi-Agent + UQ; decision=ANSWER; displayed_correct=0; claim_correct=0. Gold program_answer=349.0; gold file=pdf/BLK/2014/page_120.pdf. Retrieved files (4 chunks, scores=[0.7628732919692993, 0.7501853704452515, 0.7401494979858398, 0.7149816155433655]): pdf/BLK/2017/page_121.pdf, pdf/BLK/2015/page_124.pdf, pdf/PNC/2014/page_111.pdf. context_recall=0.00 (gold file/context_id in top-k); context_precision=0.00; gold number in evidence=False. LLM-as-judge faithfulness (Qwen3-8B, custom/RAGAS-inspired)=0.0000 (not official RAGAS). Verification status=VERIFIED. Confidence=0.7113; locked T=0.65. Category rule: Displayed answer is numerically incorrect and context_recall=0, so the gold file/context_id was not in the retrieved top-k. Shared retrieval is identical across architectures. Question: What percentage of BlackRock's future notes, as outlined in the company's 2014 financial report, mature by the end of 2017? Displayed answer: Evidence is insufficient. The question asks for the percentage of BlackRock's future notes maturing by the end of 2017, but the provided evidence does not include data from the 2014 financial report. The evidence refere… UQ draft: Evidence is insufficient. The question asks for the percentage of BlackRock's future notes maturing by the end of 2017, but the provided evidence does not include data from the 2014 financial report. The evidence refere…","What percentage of BlackRock's future notes, as outlined in the company's 2014 financial report, mature by the end of 2017?","Evidence is insufficient. The question asks for the percentage of BlackRock's future notes maturing by the end of 2017, but the provided evidence does not include data from the 2014 financial report. The evidence refere…","Evidence is insufficient. The question asks for the percentage of BlackRock's future notes maturing by the end of 2017, but the provided evidence does not include data from the 2014 financial report. The evidence refere…"
finqa_test_183,single_agent,Single-Agent,single_agent:finqa_test_183,false,,0,0,ANSWER,,,0.9900,0.8182,0.2500,1.0000,1,,,4,1.2816,pdf/L/2009/page_84.pdf,pdf/L/2009/page_84.pdf | pdf/JKHY/2017/page_26.pdf | pdf/INTC/2013/page_31.pdf | pdf/GS/2013/page_220.pdf,incorrect_numerical_reasoning,numeric_error,gold_number_present_in_evidence;low_context_precision;high_llm_judge_faithfulness,,,,
finqa_test_183,multi_agent,Multi-Agent,multi_agent:finqa_test_183,false,,0,0,ANSWER,0.834091,,0.0000,0.8182,0.2500,1.0000,1,VERIFIED,0.8341,4,1.2816,pdf/L/2009/page_84.pdf,pdf/L/2009/page_84.pdf | pdf/JKHY/2017/page_26.pdf | pdf/INTC/2013/page_31.pdf | pdf/GS/2013/page_220.pdf,incorrect_numerical_reasoning,numeric_error,gold_number_present_in_evidence;low_context_precision;false_confidence;verification_false_positive;low_llm_judge_faithfulness,,,,
finqa_test_183,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_183,false,,1,1,ANSWER,0.783764,0.65,1.0000,0.6000,0.2500,1.0000,1,VERIFIED,0.7950,4,1.2816,pdf/L/2009/page_84.pdf,pdf/L/2009/page_84.pdf | pdf/JKHY/2017/page_26.pdf | pdf/INTC/2013/page_31.pdf | pdf/GS/2013/page_220.pdf,correct_answer,numeric_correct,gold_number_present_in_evidence;low_context_precision;verification_true_positive;high_llm_judge_faithfulness,,,,
finqa_test_201,single_agent,Single-Agent,single_agent:finqa_test_201,false,,1,1,ANSWER,,,0.9900,0.8571,0.7500,1.0000,0,,,4,4.905746669317956,pdf/FBHS/2017/page_22.pdf,pdf/FBHS/2017/page_22.pdf | pdf/FBHS/2017/page_83.pdf,correct_answer,numeric_correct,gold_number_absent_from_evidence;high_llm_judge_faithfulness,,,,
finqa_test_201,multi_agent,Multi-Agent,multi_agent:finqa_test_201,false,,1,1,ANSWER,0.903571,,1.0000,0.8571,0.7500,1.0000,0,VERIFIED,0.9036,4,4.905746669317956,pdf/FBHS/2017/page_22.pdf,pdf/FBHS/2017/page_22.pdf | pdf/FBHS/2017/page_83.pdf,correct_answer,numeric_correct,gold_number_absent_from_evidence;verification_true_positive;high_llm_judge_faithfulness,,,,
finqa_test_201,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_201,false,,1,1,ANSWER,0.780619,0.65,1.0000,0.8571,0.7500,1.0000,0,VERIFIED,0.9036,4,4.905746669317956,pdf/FBHS/2017/page_22.pdf,pdf/FBHS/2017/page_22.pdf | pdf/FBHS/2017/page_83.pdf,correct_answer,numeric_correct,gold_number_absent_from_evidence;verification_true_positive;high_llm_judge_faithfulness,,,,
finqa_test_205,single_agent,Single-Agent,single_agent:finqa_test_205,false,,0,0,ANSWER,,,0.0000,0.5833,1.0000,1.0000,0,,,4,0.8099111802347915,pdf/CDNS/2018/page_66.pdf,pdf/CDNS/2018/page_66.pdf,unsupported_claim,unsupported_emission,gold_number_absent_from_evidence;low_llm_judge_faithfulness,,,,
finqa_test_205,multi_agent,Multi-Agent,multi_agent:finqa_test_205,false,,0,0,ANSWER,0.268657,,0.0000,0.5373,1.0000,1.0000,0,WEAK_EVIDENCE,0.2687,4,0.8099111802347915,pdf/CDNS/2018/page_66.pdf,pdf/CDNS/2018/page_66.pdf,unsupported_claim,unsupported_emission,gold_number_absent_from_evidence;verification_true_negative;low_llm_judge_faithfulness,,,,
finqa_test_205,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_205,false,,0,0,ABSTAIN,0.622193,0.65,0.0000,0.4194,1.0000,1.0000,0,WEAK_EVIDENCE,0.4597,4,0.8099111802347915,pdf/CDNS/2018/page_66.pdf,pdf/CDNS/2018/page_66.pdf,appropriate_abstention,abstention,gold_number_absent_from_evidence;verification_true_negative;low_llm_judge_faithfulness,,,,
finqa_test_208,single_agent,Single-Agent,single_agent:finqa_test_208,false,,0,0,ANSWER,,,0.9500,0.8182,0.5000,1.0000,0,,,4,2.6333333333333333,pdf/AMT/2006/page_113.pdf,pdf/AMT/2006/page_113.pdf | pdf/AMT/2004/page_81.pdf | pdf/AMT/2014/page_149.pdf,incorrect_despite_partial_evidence,numeric_error,gold_number_absent_from_evidence;high_llm_judge_faithfulness,,,,
finqa_test_208,multi_agent,Multi-Agent,multi_agent:finqa_test_208,false,,1,1,ANSWER,0.686905,,1.0000,0.5238,0.5000,1.0000,0,VERIFIED,0.6869,4,2.6333333333333333,pdf/AMT/2006/page_113.pdf,pdf/AMT/2006/page_113.pdf | pdf/AMT/2004/page_81.pdf | pdf/AMT/2014/page_149.pdf,correct_answer,numeric_correct,gold_number_absent_from_evidence;verification_true_positive;high_llm_judge_faithfulness,,,,
finqa_test_208,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_208,false,,1,1,ANSWER,0.741212,0.65,1.0000,0.5116,0.5000,1.0000,0,VERIFIED,0.7558,4,2.6333333333333333,pdf/AMT/2006/page_113.pdf,pdf/AMT/2006/page_113.pdf | pdf/AMT/2004/page_81.pdf | pdf/AMT/2014/page_149.pdf,correct_answer,numeric_correct,gold_number_absent_from_evidence;verification_true_positive;high_llm_judge_faithfulness,,,,
finqa_test_231,single_agent,Single-Agent,single_agent:finqa_test_231,false,,0,0,ANSWER,,,0.0000,0.4127,0.7500,1.0000,0,,,4,0.2916666666666667,pdf/STT/2009/page_25.pdf,pdf/STT/2009/page_25.pdf | pdf/TROW/2008/page_23.pdf,unsupported_claim,unsupported_emission,gold_number_absent_from_evidence;low_llm_judge_faithfulness,,,,
finqa_test_231,multi_agent,Multi-Agent,multi_agent:finqa_test_231,false,,0,0,ANSWER,0.661364,,0.0000,0.4727,0.7500,1.0000,0,VERIFIED,0.6614,4,0.2916666666666667,pdf/STT/2009/page_25.pdf,pdf/STT/2009/page_25.pdf | pdf/TROW/2008/page_23.pdf,unsupported_claim,unsupported_emission,gold_number_absent_from_evidence;false_confidence;verification_false_positive;low_llm_judge_faithfulness,,,,
finqa_test_231,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_231,false,,0,0,ABSTAIN,0.597528,0.65,0.0000,0.4146,0.7500,1.0000,0,WEAK_EVIDENCE,0.4573,4,0.2916666666666667,pdf/STT/2009/page_25.pdf,pdf/STT/2009/page_25.pdf | pdf/TROW/2008/page_23.pdf,appropriate_abstention,abstention,gold_number_absent_from_evidence;verification_true_negative;low_llm_judge_faithfulness,,,,
finqa_test_234,single_agent,Single-Agent,single_agent:finqa_test_234,false,,0,0,ANSWER,,,0.0000,0.4902,0.5000,1.0000,0,,,4,658.13,pdf/SNA/2012/page_110.pdf,pdf/SNA/2012/page_110.pdf | pdf/SNA/2013/page_59.pdf,unsupported_claim,unsupported_emission,gold_number_absent_from_evidence;low_llm_judge_faithfulness,,,,
finqa_test_234,multi_agent,Multi-Agent,multi_agent:finqa_test_234,false,,0,0,ANSWER,0.489437,,0.0000,0.4789,0.5000,1.0000,0,WEAK_EVIDENCE,0.4894,4,658.13,pdf/SNA/2012/page_110.pdf,pdf/SNA/2012/page_110.pdf | pdf/SNA/2013/page_59.pdf,unsupported_claim,unsupported_emission,gold_number_absent_from_evidence;verification_true_negative;low_llm_judge_faithfulness,,,,
finqa_test_234,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_234,false,,0,0,ABSTAIN,0.607139,0.65,0.0000,0.5397,0.5000,1.0000,0,VERIFIED,0.5198,4,658.13,pdf/SNA/2012/page_110.pdf,pdf/SNA/2012/page_110.pdf | pdf/SNA/2013/page_59.pdf,appropriate_abstention,abstention,gold_number_absent_from_evidence;verification_false_positive;low_llm_judge_faithfulness,,,,
finqa_test_235,single_agent,Single-Agent,single_agent:finqa_test_235,true,gold_number_in_evidence_but_wrong,0,0,ANSWER,,,1.0000,0.9474,0.2500,1.0000,1,,,4,19.666666666666668,pdf/CDW/2015/page_93.pdf,pdf/CDW/2015/page_93.pdf | pdf/CDW/2014/page_93.pdf | pdf/CDW/2017/page_80.pdf | pdf/EMR/2017/page_78.pdf,incorrect_numerical_reasoning,numeric_error,gold_number_present_in_evidence;low_context_precision;high_llm_judge_faithfulness,"Single-Agent; decision=ANSWER; displayed_correct=0; claim_correct=0. Gold program_answer=19.666666666666668; gold file=pdf/CDW/2015/page_93.pdf. Retrieved files (4 chunks, scores=[0.7035987377166748, 0.7014197111129761, 0.7010098695755005, 0.6959965229034424]): pdf/CDW/2015/page_93.pdf, pdf/CDW/2014/page_93.pdf, pdf/CDW/2017/page_80.pdf, pdf/EMR/2017/page_78.pdf. context_recall=1.00 (gold file/context_id in top-k); context_precision=0.25; gold number in evidence=True. LLM-as-judge faithfulness (Qwen3-8B, custom/RAGAS-inspired)=1.0000 (not official RAGAS). Verification status=not recorded (Single-Agent has no verifier). Confidence=n/a; locked T=0.65. Category rule: The gold number is present in the retrieved evidence text, but the displayed numeric answer does not match. This indicates incorrect numerical reasoning or extraction, not a retrieval miss. Question: What was the average amount expensed by CDW for company contributions to the profit sharing and other savings plans from 2013 to 2015 in millions? Displayed answer: The average amount expensed by CDW for company contributions to the profit sharing and other savings plans from 2013 to 2015 was $19.4 million. The average amount expensed",What was the average amount expensed by CDW for company contributions to the profit sharing and other savings plans from 2013 to 2015 in millions?,The average amount expensed by CDW for company contributions to the profit sharing and other savings plans from 2013 to 2015 was $19.4 million. The average amount expensed,
finqa_test_235,multi_agent,Multi-Agent,multi_agent:finqa_test_235,true,gold_number_in_evidence_but_wrong,0,0,ANSWER,0.925000,,1.0000,0.9000,0.2500,1.0000,1,VERIFIED,0.9250,4,19.666666666666668,pdf/CDW/2015/page_93.pdf,pdf/CDW/2015/page_93.pdf | pdf/CDW/2014/page_93.pdf | pdf/CDW/2017/page_80.pdf | pdf/EMR/2017/page_78.pdf,incorrect_numerical_reasoning,numeric_error,gold_number_present_in_evidence;low_context_precision;false_confidence;verification_false_positive;high_llm_judge_faithfulness,"Multi-Agent; decision=ANSWER; displayed_correct=0; claim_correct=0. Gold program_answer=19.666666666666668; gold file=pdf/CDW/2015/page_93.pdf. Retrieved files (4 chunks, scores=[0.7035987377166748, 0.7014197111129761, 0.7010098695755005, 0.6959965229034424]): pdf/CDW/2015/page_93.pdf, pdf/CDW/2014/page_93.pdf, pdf/CDW/2017/page_80.pdf, pdf/EMR/2017/page_78.pdf. context_recall=1.00 (gold file/context_id in top-k); context_precision=0.25; gold number in evidence=True. LLM-as-judge faithfulness (Qwen3-8B, custom/RAGAS-inspired)=1.0000 (not official RAGAS). Verification status=VERIFIED. Confidence=0.9250; locked T=0.65. Category rule: The gold number is present in the retrieved evidence text, but the displayed numeric answer does not match. This indicates incorrect numerical reasoning or extraction, not a retrieval miss. Question: What was the average amount expensed by CDW for company contributions to the profit sharing and other savings plans from 2013 to 2015 in millions? Displayed answer: The average amount expensed by CDW for company contributions to the profit sharing and other savings plans from 2013 to 2015 was $19.4 million. The average amount exp",What was the average amount expensed by CDW for company contributions to the profit sharing and other savings plans from 2013 to 2015 in millions?,The average amount expensed by CDW for company contributions to the profit sharing and other savings plans from 2013 to 2015 was $19.4 million. The average amount exp,
finqa_test_235,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_235,true,gold_number_in_evidence_but_wrong,0,0,ANSWER,0.824595,0.65,1.0000,0.9474,0.2500,1.0000,1,VERIFIED,0.9487,4,19.666666666666668,pdf/CDW/2015/page_93.pdf,pdf/CDW/2015/page_93.pdf | pdf/CDW/2014/page_93.pdf | pdf/CDW/2017/page_80.pdf | pdf/EMR/2017/page_78.pdf,incorrect_numerical_reasoning,numeric_error,gold_number_present_in_evidence;low_context_precision;false_confidence;verification_false_positive;high_llm_judge_faithfulness,"Multi-Agent + UQ; decision=ANSWER; displayed_correct=0; claim_correct=0. Gold program_answer=19.666666666666668; gold file=pdf/CDW/2015/page_93.pdf. Retrieved files (4 chunks, scores=[0.7035987377166748, 0.7014197111129761, 0.7010098695755005, 0.6959965229034424]): pdf/CDW/2015/page_93.pdf, pdf/CDW/2014/page_93.pdf, pdf/CDW/2017/page_80.pdf, pdf/EMR/2017/page_78.pdf. context_recall=1.00 (gold file/context_id in top-k); context_precision=0.25; gold number in evidence=True. LLM-as-judge faithfulness (Qwen3-8B, custom/RAGAS-inspired)=1.0000 (not official RAGAS). Verification status=VERIFIED. Confidence=0.8246; locked T=0.65. Category rule: The gold number is present in the retrieved evidence text, but the displayed numeric answer does not match. This indicates incorrect numerical reasoning or extraction, not a retrieval miss. Question: What was the average amount expensed by CDW for company contributions to the profit sharing and other savings plans from 2013 to 2015 in millions? Displayed answer: The average amount expensed by CDW for company contributions to the profit sharing and other savings plans from 2013 to 2015 was $19.4 million. The average amount expensed UQ draft: The average amount expensed by CDW for company contributions to the profit sharing and other savings plans from 2013 to 2015 was $19.4 million. The average amount expensed",What was the average amount expensed by CDW for company contributions to the profit sharing and other savings plans from 2013 to 2015 in millions?,The average amount expensed by CDW for company contributions to the profit sharing and other savings plans from 2013 to 2015 was $19.4 million. The average amount expensed,The average amount expensed by CDW for company contributions to the profit sharing and other savings plans from 2013 to 2015 was $19.4 million. The average amount expensed
finqa_test_236,single_agent,Single-Agent,single_agent:finqa_test_236,false,,0,0,ANSWER,,,0.0000,0.4211,0.5000,1.0000,0,,,4,0.056770714782255635,pdf/JPM/2010/page_120.pdf,pdf/JPM/2010/page_120.pdf | pdf/JPM/2014/page_122.pdf | pdf/JPM/2010/page_128.pdf,unsupported_claim,unsupported_emission,gold_number_absent_from_evidence;low_llm_judge_faithfulness,,,,
finqa_test_236,multi_agent,Multi-Agent,multi_agent:finqa_test_236,false,,0,0,ANSWER,0.192308,,0.0000,0.3846,0.5000,1.0000,0,WEAK_EVIDENCE,0.1923,4,0.056770714782255635,pdf/JPM/2010/page_120.pdf,pdf/JPM/2010/page_120.pdf | pdf/JPM/2014/page_122.pdf | pdf/JPM/2010/page_128.pdf,unsupported_claim,unsupported_emission,gold_number_absent_from_evidence;verification_true_negative;low_llm_judge_faithfulness,,,,
finqa_test_236,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_236,false,,0,0,ABSTAIN,0.488577,0.65,0.0000,0.3810,0.5000,1.0000,0,WEAK_EVIDENCE,0.1905,4,0.056770714782255635,pdf/JPM/2010/page_120.pdf,pdf/JPM/2010/page_120.pdf | pdf/JPM/2014/page_122.pdf | pdf/JPM/2010/page_128.pdf,appropriate_abstention,abstention,gold_number_absent_from_evidence;verification_true_negative;low_llm_judge_faithfulness,,,,
finqa_test_27,single_agent,Single-Agent,single_agent:finqa_test_27,false,,0,0,ANSWER,,,1.0000,0.3333,0.5000,1.0000,0,,,4,-0.308506104812495,pdf/ADBE/2008/page_89.pdf,pdf/GRMN/2008/page_85.pdf | pdf/ADBE/2008/page_89.pdf | pdf/PPG/2008/page_52.pdf,incorrect_despite_partial_evidence,numeric_error,gold_number_absent_from_evidence;high_llm_judge_faithfulness,,,,
finqa_test_27,multi_agent,Multi-Agent,multi_agent:finqa_test_27,false,,0,0,ANSWER,0.725000,,1.0000,0.5000,0.5000,1.0000,0,VERIFIED,0.7250,4,-0.308506104812495,pdf/ADBE/2008/page_89.pdf,pdf/GRMN/2008/page_85.pdf | pdf/ADBE/2008/page_89.pdf | pdf/PPG/2008/page_52.pdf,incorrect_despite_partial_evidence,numeric_error,gold_number_absent_from_evidence;false_confidence;verification_false_positive;high_llm_judge_faithfulness,,,,
finqa_test_27,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_27,false,,0,0,ANSWER,0.799941,0.65,1.0000,0.6333,0.5000,1.0000,0,VERIFIED,0.7917,4,-0.308506104812495,pdf/ADBE/2008/page_89.pdf,pdf/GRMN/2008/page_85.pdf | pdf/ADBE/2008/page_89.pdf | pdf/PPG/2008/page_52.pdf,incorrect_despite_partial_evidence,numeric_error,gold_number_absent_from_evidence;false_confidence;verification_false_positive;high_llm_judge_faithfulness,,,,
finqa_test_283,single_agent,Single-Agent,single_agent:finqa_test_283,false,,0,0,ANSWER,,,0.0000,0.4839,0.0000,0.0000,0,,,4,6.0,pdf/KHC/2018/page_132.pdf,pdf/SLB/2015/page_59.pdf | pdf/MAS/2017/page_27.pdf | pdf/CME/2017/page_99.pdf,retrieval_failure,retrieval,gold_file_or_context_absent_from_topk;gold_number_absent_from_evidence;low_context_precision;displayed_text_has_no_parsed_number;low_llm_judge_faithfulness,,,,
finqa_test_283,multi_agent,Multi-Agent,multi_agent:finqa_test_283,false,,0,0,ANSWER,0.264706,,0.0000,0.5098,0.0000,0.0000,0,WEAK_EVIDENCE,0.2647,4,6.0,pdf/KHC/2018/page_132.pdf,pdf/SLB/2015/page_59.pdf | pdf/MAS/2017/page_27.pdf | pdf/CME/2017/page_99.pdf,retrieval_failure,retrieval,gold_file_or_context_absent_from_topk;gold_number_absent_from_evidence;low_context_precision;verification_true_negative;low_llm_judge_faithfulness,,,,
finqa_test_283,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_283,false,,0,0,ABSTAIN,0.462772,0.65,0.0000,0.5098,0.0000,0.0000,0,WEAK_EVIDENCE,0.2647,4,6.0,pdf/KHC/2018/page_132.pdf,pdf/SLB/2015/page_59.pdf | pdf/MAS/2017/page_27.pdf | pdf/CME/2017/page_99.pdf,appropriate_abstention,abstention,gold_file_or_context_absent_from_topk;gold_number_absent_from_evidence;low_context_precision;verification_true_negative;low_llm_judge_faithfulness,,,,
finqa_test_286,single_agent,Single-Agent,single_agent:finqa_test_286,false,,0,0,ANSWER,,,0.0000,0.5000,0.2500,1.0000,0,,,4,1.5625,pdf/C/2009/page_243.pdf,pdf/C/2009/page_243.pdf | pdf/PNC/2012/page_68.pdf | pdf/PNC/2012/page_65.pdf,unsupported_claim,unsupported_emission,gold_number_absent_from_evidence;low_context_precision;low_llm_judge_faithfulness,,,,
finqa_test_286,multi_agent,Multi-Agent,multi_agent:finqa_test_286,false,,1,1,ANSWER,0.703125,,0.0000,0.3438,0.2500,1.0000,0,VERIFIED,0.7031,4,1.5625,pdf/C/2009/page_243.pdf,pdf/C/2009/page_243.pdf | pdf/PNC/2012/page_68.pdf | pdf/PNC/2012/page_65.pdf,correct_answer,numeric_correct,gold_number_absent_from_evidence;low_context_precision;verification_true_positive;low_llm_judge_faithfulness,,,,
finqa_test_286,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_286,true,uq_answer_correct,1,1,ANSWER,0.696538,0.65,1.0000,0.3000,0.2500,1.0000,0,VERIFIED,0.6833,4,1.5625,pdf/C/2009/page_243.pdf,pdf/C/2009/page_243.pdf | pdf/PNC/2012/page_68.pdf | pdf/PNC/2012/page_65.pdf,correct_answer,numeric_correct,gold_number_absent_from_evidence;low_context_precision;verification_true_positive;high_llm_judge_faithfulness,"Multi-Agent + UQ; decision=ANSWER; displayed_correct=1; claim_correct=1. Gold program_answer=1.5625; gold file=pdf/C/2009/page_243.pdf. Retrieved files (4 chunks, scores=[0.7331475019454956, 0.705569863319397, 0.7003012895584106, 0.6999527215957642]): pdf/C/2009/page_243.pdf, pdf/PNC/2012/page_68.pdf, pdf/PNC/2012/page_65.pdf. context_recall=1.00 (gold file/context_id in top-k); context_precision=0.25; gold number in evidence=False. LLM-as-judge faithfulness (Qwen3-8B, custom/RAGAS-inspired)=1.0000 (not official RAGAS). Verification status=VERIFIED. Confidence=0.6965; locked T=0.65. Category rule: Displayed text matches the gold number within the FinQA numeric tolerance. Question: As of December 31, 2009, what was the ratio of the aggregate cost to the fair value of the loans held-for-sale carried at loan origination cost (LOCOM) for Citigroup? Displayed answer: Evidence is insufficient. The question asks for the ratio of the aggregate cost to the fair value of the loans held-for-sale carried at LOCOM for Citigroup as of December 31, 2009. The provided evidence includes data fr… UQ draft: Evidence is insufficient. The question asks for the ratio of the aggregate cost to the fair value of the loans held-for-sale carried at LOCOM for Citigroup as of December 31, 2009. The provided evidence includes data fr…","As of December 31, 2009, what was the ratio of the aggregate cost to the fair value of the loans held-for-sale carried at loan origination cost (LOCOM) for Citigroup?","Evidence is insufficient. The question asks for the ratio of the aggregate cost to the fair value of the loans held-for-sale carried at LOCOM for Citigroup as of December 31, 2009. The provided evidence includes data fr…","Evidence is insufficient. The question asks for the ratio of the aggregate cost to the fair value of the loans held-for-sale carried at LOCOM for Citigroup as of December 31, 2009. The provided evidence includes data fr…"
finqa_test_290,single_agent,Single-Agent,single_agent:finqa_test_290,false,,0,0,ANSWER,,,1.0000,0.7778,0.2500,1.0000,0,,,4,-0.08352941176470588,pdf/AWK/2017/page_148.pdf,pdf/AWK/2017/page_148.pdf | pdf/UA/2011/page_69.pdf | pdf/NCLH/2018/page_97.pdf | pdf/DRE/2002/page_15.pdf,incorrect_despite_partial_evidence,numeric_error,gold_number_absent_from_evidence;low_context_precision;high_llm_judge_faithfulness,,,,
finqa_test_290,multi_agent,Multi-Agent,multi_agent:finqa_test_290,false,,0,0,ANSWER,0.863889,,1.0000,0.7778,0.2500,1.0000,0,VERIFIED,0.8639,4,-0.08352941176470588,pdf/AWK/2017/page_148.pdf,pdf/AWK/2017/page_148.pdf | pdf/UA/2011/page_69.pdf | pdf/NCLH/2018/page_97.pdf | pdf/DRE/2002/page_15.pdf,incorrect_despite_partial_evidence,numeric_error,gold_number_absent_from_evidence;low_context_precision;false_confidence;verification_false_positive;high_llm_judge_faithfulness,,,,
finqa_test_290,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_290,false,,0,0,ANSWER,0.784307,0.65,1.0000,0.7778,0.2500,1.0000,0,VERIFIED,0.8639,4,-0.08352941176470588,pdf/AWK/2017/page_148.pdf,pdf/AWK/2017/page_148.pdf | pdf/UA/2011/page_69.pdf | pdf/NCLH/2018/page_97.pdf | pdf/DRE/2002/page_15.pdf,incorrect_despite_partial_evidence,numeric_error,gold_number_absent_from_evidence;low_context_precision;false_confidence;verification_false_positive;high_llm_judge_faithfulness,,,,
finqa_test_291,single_agent,Single-Agent,single_agent:finqa_test_291,false,,1,1,ANSWER,,,0.0000,0.4590,0.5000,1.0000,0,,,4,0.8589136663759811,pdf/GRMN/2008/page_73.pdf,pdf/GRMN/2008/page_73.pdf | pdf/ANSS/2016/page_47.pdf | pdf/ANSS/2013/page_55.pdf,correct_answer,numeric_correct,gold_number_absent_from_evidence;low_llm_judge_faithfulness,,,,
finqa_test_291,multi_agent,Multi-Agent,multi_agent:finqa_test_291,false,,0,0,ANSWER,0.810345,,1.0000,0.6207,0.5000,1.0000,0,VERIFIED,0.8103,4,0.8589136663759811,pdf/GRMN/2008/page_73.pdf,pdf/GRMN/2008/page_73.pdf | pdf/ANSS/2016/page_47.pdf | pdf/ANSS/2013/page_55.pdf,incorrect_despite_partial_evidence,numeric_error,gold_number_absent_from_evidence;false_confidence;verification_false_positive;high_llm_judge_faithfulness,,,,
finqa_test_291,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_291,false,,0,0,ANSWER,0.765145,0.65,1.0000,0.5625,0.5000,1.0000,0,VERIFIED,0.7812,4,0.8589136663759811,pdf/GRMN/2008/page_73.pdf,pdf/GRMN/2008/page_73.pdf | pdf/ANSS/2016/page_47.pdf | pdf/ANSS/2013/page_55.pdf,incorrect_despite_partial_evidence,numeric_error,gold_number_absent_from_evidence;false_confidence;verification_false_positive;high_llm_judge_faithfulness,,,,
